datetime,consumption_kWh,hour,day_of_week,month,temp_celsius,humidity,is_holiday,is_weekend,is_business_hours,is_peak_hours,temp_hot,consumption_lag_24h,consumption_lag_168h
2015-01-09 03:00:00,23840000.0,3,4,1,3.480700000000013,72.6,0,0,0,0,0,22587000.0,29031000.0
2015-01-09 04:00:00,24030000.0,4,4,1,2.7299312500000497,81.0,0,0,0,0,0,22361000.0,26798000.0
2015-01-09 05:00:00,25965000.0,5,4,1,2.362468750000062,77.2,0,0,0,0,0,22551000.0,27070000.0
2015-01-09 06:00:00,28266000.0,6,4,1,2.6311000000000604,75.6,0,0,0,0,0,22543000.0,24935000.0
2015-01-09 07:00:00,29981000.0,7,4,1,2.3742687500000557,76.4,0,0,0,0,0,24042000.0,23214000.0
2015-01-09 08:00:00,31932000.0,8,4,1,3.474931250000054,75.4,0,0,0,0,0,25932000.0,22540000.0
2015-01-09 09:00:00,33325000.0,9,4,1,6.6720000000000255,69.6,0,0,1,0,0,27664000.0,22096000.0
2015-01-09 10:00:00,34144000.0,10,4,1,8.10826874999998,68.6,0,0,1,0,0,28448000.0,22066000.0
2015-01-09 11:00:00,35040000.0,11,4,1,11.640931249999994,63.0,0,0,1,0,0,28881000.0,22275000.0
2015-01-09 12:00:00,35524000.0,12,4,1,11.969900000000052,62.6,0,0,1,0,0,29329000.0,23025000.0
2015-01-09 13:00:00,34579000.0,13,4,1,13.168068749999975,58.6,0,0,1,0,0,29026000.0,23699000.0
2015-01-09 14:00:00,33792000.0,14,4,1,13.77753750000005,58.0,0,0,1,0,0,28237000.0,25834000.0
2015-01-09 15:00:00,33768000.0,15,4,1,11.237237500000049,67.6,0,0,1,0,0,27868000.0,27927000.0
2015-01-09 16:00:00,33696000.0,16,4,1,12.493325000000027,65.6,0,0,1,0,0,27654000.0,29072000.0
2015-01-09 17:00:00,33154000.0,17,4,1,10.599668750000035,73.2,0,0,1,1,0,27507000.0,29071000.0
2015-01-09 18:00:00,32440000.0,18,4,1,9.766300000000001,71.4,0,0,0,1,0,27544000.0,29439000.0
2015-01-09 19:00:00,32384000.0,19,4,1,8.452462500000024,77.4,0,0,0,1,0,27578000.0,29241000.0
2015-01-09 20:00:00,33976000.0,20,4,1,6.736737500000004,81.4,0,0,0,1,0,28222000.0,27973000.0
2015-01-09 21:00:00,31420000.0,21,4,1,6.527881250000007,81.0,0,0,0,1,0,28221000.0,27320000.0
2015-01-09 22:00:00,28825000.0,22,4,1,4.442656250000027,86.2,0,0,0,0,0,26436000.0,27157000.0
2015-01-09 23:00:00,24899000.0,23,4,1,3.864325000000008,87.0,0,0,0,0,0,27485000.0,29045000.0
2015-01-10 00:00:00,23505000.0,0,5,1,4.750999999999976,75.8,0,1,0,0,0,25750000.0,31967000.0
2015-01-10 01:00:00,22589000.0,1,5,1,4.574800000000039,73.4,0,1,0,0,0,24760000.0,33266000.0
2015-01-10 02:00:00,22177000.0,2,5,1,3.6639000000000124,76.2,0,1,0,0,0,24188000.0,33668000.0
2015-01-10 03:00:00,22025000.0,3,5,1,4.669600000000003,70.6,0,1,0,0,0,23840000.0,32426000.0
2015-01-10 04:00:00,22426000.0,4,5,1,3.7345374999999876,73.2,0,1,0,0,0,24030000.0,29705000.0
2015-01-10 05:00:00,24361000.0,5,5,1,4.716068750000034,68.0,0,1,0,0,0,25965000.0,25564000.0
2015-01-10 06:00:00,27890000.0,6,5,1,4.8548000000000116,67.4,0,1,0,0,0,28266000.0,23584000.0
2015-01-10 07:00:00,29335000.0,7,5,1,5.593868750000013,68.6,0,1,0,0,0,29981000.0,22194000.0
2015-01-10 08:00:00,29951000.0,8,5,1,5.575431250000065,73.0,0,1,0,0,0,31932000.0,21296000.0
2015-01-10 09:00:00,30452000.0,9,5,1,7.684799999999996,63.2,0,1,1,0,0,33325000.0,21145000.0
2015-01-10 10:00:00,30856000.0,10,5,1,9.315537500000062,70.2,0,1,1,0,0,34144000.0,21316000.0
2015-01-10 11:00:00,31449000.0,11,5,1,13.074062500000025,62.8,0,1,1,0,0,35040000.0,21674000.0
2015-01-10 12:00:00,31218000.0,12,5,1,13.76060000000001,61.6,0,1,1,0,0,35524000.0,22127000.0
2015-01-10 13:00:00,30458000.0,13,5,1,14.792462500000056,58.6,0,1,1,0,0,34579000.0,22756000.0
2015-01-10 14:00:00,29836000.0,14,5,1,15.088737500000036,59.6,0,1,1,0,0,33792000.0,24654000.0
2015-01-10 15:00:00,29781000.0,15,5,1,15.158600000000035,59.4,0,1,1,0,0,33768000.0,26454000.0
2015-01-10 16:00:00,29929000.0,16,5,1,13.189700000000016,66.2,0,1,1,0,0,33696000.0,26959000.0
2015-01-10 17:00:00,29638000.0,17,5,1,10.994400000000041,72.4,0,1,1,1,0,33154000.0,26716000.0
2015-01-10 18:00:00,29950000.0,18,5,1,10.727200000000039,71.6,0,1,0,1,0,32440000.0,26802000.0
2015-01-10 19:00:00,32244000.0,19,5,1,9.59073125000009,74.6,0,1,0,1,0,32384000.0,26416000.0
2015-01-10 20:00:00,31900000.0,20,5,1,8.474468750000028,73.4,0,1,0,1,0,33976000.0,25362000.0
2015-01-10 21:00:00,28690000.0,21,5,1,7.484400000000051,70.6,0,1,0,1,0,31420000.0,24770000.0
2015-01-10 22:00:00,26219000.0,22,5,1,6.608268750000036,70.2,0,1,0,0,0,28825000.0,24501000.0
2015-01-10 23:00:00,22460000.0,23,5,1,5.858331249999992,68.8,0,1,0,0,0,24899000.0,24992000.0
2015-01-11 00:00:00,21033000.0,0,6,1,6.089300000000037,69.0,0,1,0,0,0,23505000.0,27964000.0
2015-01-11 01:00:00,19977000.0,1,6,1,6.139331249999998,69.8,0,1,0,0,0,22589000.0,29694000.0
2015-01-11 02:00:00,19389000.0,2,6,1,4.315068750000023,74.6,0,1,0,0,0,22177000.0,29874000.0
2015-01-11 03:00:00,19126000.0,3,6,1,6.396600000000035,68.8,0,1,0,0,0,22025000.0,28979000.0
2015-01-11 04:00:00,19199000.0,4,6,1,4.215900000000033,74.8,0,1,0,0,0,22426000.0,26863000.0
2015-01-11 05:00:00,19404000.0,5,6,1,5.941000000000031,70.4,0,1,0,0,0,24361000.0,25254000.0
2015-01-11 06:00:00,19500000.0,6,6,1,5.777300000000025,71.0,0,1,0,0,0,27890000.0,23620000.0
2015-01-11 07:00:00,20182000.0,7,6,1,6.367168750000019,75.4,0,1,0,0,0,29335000.0,22606000.0
2015-01-11 08:00:00,22121000.0,8,6,1,7.776937500000031,76.2,0,1,0,0,0,29951000.0,22191000.0
2015-01-11 09:00:00,23589000.0,9,6,1,8.12220000000002,75.4,0,1,1,0,0,30452000.0,21929000.0
2015-01-11 10:00:00,24238000.0,10,6,1,11.662800000000061,72.4,0,1,1,0,0,30856000.0,22195000.0
2015-01-11 11:00:00,24271000.0,11,6,1,11.922800000000052,72.8,0,1,1,0,0,31449000.0,24035000.0
2015-01-11 12:00:00,24713000.0,12,6,1,12.302100000000053,71.2,0,1,1,0,0,31218000.0,26807000.0
2015-01-11 13:00:00,24477000.0,13,6,1,15.009600000000034,63.2,0,1,1,0,0,30458000.0,28316000.0
2015-01-11 14:00:00,23377000.0,14,6,1,15.239400000000046,60.4,0,1,1,0,0,29836000.0,29871000.0
2015-01-11 15:00:00,23037000.0,15,6,1,14.74490000000003,63.4,0,1,1,0,0,29781000.0,30585000.0
2015-01-11 16:00:00,23049000.0,16,6,1,13.740800000000036,66.4,0,1,1,0,0,29929000.0,30772000.0
2015-01-11 17:00:00,25259000.0,17,6,1,11.263900000000035,73.4,0,1,1,1,0,29638000.0,30685000.0
2015-01-11 18:00:00,26520000.0,18,6,1,10.506143750000035,73.6,0,1,0,1,0,29950000.0,30429000.0
2015-01-11 19:00:00,27123000.0,19,6,1,8.817800000000034,78.6,0,1,0,1,0,32244000.0,28741000.0
2015-01-11 20:00:00,27025000.0,20,6,1,6.894200000000012,77.4,0,1,0,1,0,31900000.0,28249000.0
2015-01-11 21:00:00,25889000.0,21,6,1,6.540500000000009,79.4,0,1,0,1,0,28690000.0,28105000.0
2015-01-11 22:00:00,23940000.0,22,6,1,4.695931250000058,84.2,0,1,0,0,0,26219000.0,27908000.0
2015-01-11 23:00:00,27085000.0,23,6,1,4.339468750000037,85.6,0,1,0,0,0,22460000.0,27577000.0
2015-01-12 00:00:00,25272000.0,0,0,1,4.235900000000015,86.4,0,0,0,0,0,21033000.0,27418000.0
2015-01-12 01:00:00,24121000.0,1,0,1,3.3871312500000386,84.6,0,0,0,0,0,19977000.0,28604000.0
2015-01-12 02:00:00,23626000.0,2,0,1,3.2872687500000666,86.0,0,0,0,0,0,19389000.0,30346000.0
2015-01-12 03:00:00,23572000.0,3,0,1,3.2448000000000548,87.0,0,0,0,0,0,19126000.0,28190000.0
2015-01-12 04:00:00,24070000.0,4,0,1,2.7446687500000166,87.4,0,0,0,0,0,19199000.0,26270000.0
2015-01-12 05:00:00,26787000.0,5,0,1,2.5069312499999796,86.6,0,0,0,0,0,19404000.0,25069000.0
2015-01-12 06:00:00,31511000.0,6,0,1,2.5266000000000304,81.8,0,0,0,0,0,19500000.0,23390000.0
2015-01-12 07:00:00,34046000.0,7,0,1,2.758800000000008,83.6,0,0,0,0,0,20182000.0,21988000.0
2015-01-12 08:00:00,34876000.0,8,0,1,5.307999999999993,78.8,0,0,0,0,0,22121000.0,21182000.0
2015-01-12 09:00:00,35093000.0,9,0,1,7.005300000000034,75.8,0,0,1,0,0,23589000.0,20778000.0
2015-01-12 10:00:00,34588000.0,10,0,1,10.048331250000047,71.8,0,0,1,0,0,24238000.0,20309000.0
2015-01-12 11:00:00,34347000.0,11,0,1,10.949468750000051,69.4,0,0,1,0,0,24271000.0,20252000.0
2015-01-12 12:00:00,34146000.0,12,0,1,11.65300000000002,67.8,0,0,1,0,0,24713000.0,19964000.0
2015-01-12 13:00:00,32884000.0,13,0,1,13.054331250000018,66.6,0,0,1,0,0,24477000.0,20796000.0
2015-01-12 14:00:00,32422000.0,14,0,1,14.370068749999973,63.6,0,0,1,0,0,23377000.0,22478000.0
2015-01-12 15:00:00,32502000.0,15,0,1,13.69240000000002,69.0,0,0,1,0,0,23037000.0,23834000.0
2015-01-12 16:00:00,33509000.0,16,0,1,12.54000000000002,76.8,0,0,1,0,0,23049000.0,24429000.0
2015-01-12 17:00:00,35896000.0,17,0,1,10.817200000000014,77.4,0,0,1,1,0,25259000.0,21888000.0
2015-01-12 18:00:00,36615000.0,18,0,1,10.552500000000009,72.2,0,0,0,1,0,26520000.0,22048000.0
2015-01-12 19:00:00,36704000.0,19,0,1,8.305262500000026,74.2,0,0,0,1,0,27123000.0,22858000.0
2015-01-12 20:00:00,35823000.0,20,0,1,8.232731250000029,75.0,0,0,0,1,0,27025000.0,25604000.0
2015-01-12 21:00:00,32932000.0,21,0,1,8.209400000000016,73.4,0,0,0,1,0,25889000.0,25381000.0
2015-01-12 22:00:00,29695000.0,22,0,1,7.904762500000061,75.2,0,0,0,0,0,23940000.0,23822000.0
2015-01-12 23:00:00,28033000.0,23,0,1,7.485331250000058,74.4,0,0,0,0,0,27085000.0,23711000.0
2015-01-13 00:00:00,25750000.0,0,1,1,7.342300000000023,74.2,0,0,0,0,0,25272000.0,22354000.0
2015-01-13 01:00:00,24517000.0,1,1,1,6.70780000000002,73.6,0,0,0,0,0,24121000.0,21546000.0
2015-01-13 02:00:00,23911000.0,2,1,1,6.615200000000016,74.0,0,0,0,0,0,23626000.0,21171000.0
2015-01-13 03:00:00,23876000.0,3,1,1,6.440200000000004,74.6,0,0,0,0,0,23572000.0,21042000.0
2015-01-13 04:00:00,24445000.0,4,1,1,5.961800000000039,73.2,0,0,0,0,0,24070000.0,21618000.0
2015-01-13 05:00:00,27027000.0,5,1,1,5.9676000000000045,73.0,0,0,0,0,0,26787000.0,23433000.0
2015-01-13 06:00:00,31924000.0,6,1,1,5.98150000000004,73.2,0,0,0,0,0,31511000.0,25885000.0
2015-01-13 07:00:00,35351000.0,7,1,1,6.498668749999979,76.0,0,0,0,0,0,34046000.0,28456000.0
2015-01-13 08:00:00,36288000.0,8,1,1,6.9765312500000505,73.8,0,0,0,0,0,34876000.0,29708000.0
2015-01-13 09:00:00,36612000.0,9,1,1,8.214800000000025,70.2,0,0,1,0,0,35093000.0,30887000.0
2015-01-13 10:00:00,36296000.0,10,1,1,13.03493125,66.6,0,0,1,0,0,34588000.0,31409000.0
2015-01-13 11:00:00,35645000.0,11,1,1,13.693068750000066,65.0,0,0,1,0,0,34347000.0,31947000.0
2015-01-13 12:00:00,35172000.0,12,1,1,14.069300000000055,64.4,0,0,1,0,0,34146000.0,32078000.0
2015-01-13 13:00:00,33895000.0,13,1,1,14.514731250000068,62.2,0,0,1,0,0,32884000.0,31193000.0
2015-01-13 14:00:00,33283000.0,14,1,1,15.334668749999992,59.8,0,0,1,0,0,32422000.0,30542000.0
2015-01-13 15:00:00,33030000.0,15,1,1,15.145800000000008,61.2,0,0,1,0,0,32502000.0,30591000.0
2015-01-13 16:00:00,33542000.0,16,1,1,12.814331250000066,69.8,0,0,1,0,0,33509000.0,30799000.0
2015-01-13 17:00:00,35944000.0,17,1,1,12.393662500000062,70.8,0,0,1,1,0,35896000.0,30481000.0
2015-01-13 18:00:00,37553000.0,18,1,1,11.923500000000047,72.8,0,0,0,1,0,36615000.0,30147000.0
2015-01-13 19:00:00,37604000.0,19,1,1,9.314537500000029,70.6,0,0,0,1,0,36704000.0,30120000.0
2015-01-13 20:00:00,36831000.0,20,1,1,8.382662500000038,77.2,0,0,0,1,0,35823000.0,30747000.0
2015-01-13 21:00:00,33972000.0,21,1,1,8.488800000000026,71.6,0,0,0,1,0,32932000.0,29978000.0
2015-01-13 22:00:00,30733000.0,22,1,1,8.533600000000035,72.0,0,0,0,0,0,29695000.0,27421000.0
2015-01-13 23:00:00,28057000.0,23,1,1,7.668200000000013,70.2,0,0,0,0,0,28033000.0,30518000.0
2015-01-14 00:00:00,25764000.0,0,2,1,7.480000000000018,69.2,0,0,0,0,0,25750000.0,28484000.0
2015-01-14 01:00:00,24495000.0,1,2,1,6.924400000000048,71.4,0,0,0,0,0,24517000.0,27026000.0
2015-01-14 02:00:00,23887000.0,2,2,1,7.202800000000025,72.2,0,0,0,0,0,23911000.0,26248000.0
2015-01-14 03:00:00,23892000.0,3,2,1,7.42489999999998,72.8,0,0,0,0,0,23876000.0,25838000.0
2015-01-14 04:00:00,24438000.0,4,2,1,7.0636687500000335,75.0,0,0,0,0,0,24445000.0,26021000.0
2015-01-14 05:00:00,27040000.0,5,2,1,6.6493375000000015,76.6,0,0,0,0,0,27027000.0,26992000.0
2015-01-14 06:00:00,31798000.0,6,2,1,6.612900000000025,77.2,0,0,0,0,0,31924000.0,28625000.0
2015-01-14 07:00:00,35150000.0,7,2,1,7.1022687500000075,80.0,0,0,0,0,0,35351000.0,31015000.0
2015-01-14 08:00:00,35953000.0,8,2,1,7.3095312500000205,78.8,0,0,0,0,0,36288000.0,33276000.0
2015-01-14 09:00:00,36439000.0,9,2,1,8.636899999999969,71.8,0,0,1,0,0,36612000.0,34221000.0
2015-01-14 10:00:00,36048000.0,10,2,1,11.627862499999992,70.2,0,0,1,0,0,36296000.0,34796000.0
2015-01-14 11:00:00,35561000.0,11,2,1,12.67253125000002,68.2,0,0,1,0,0,35645000.0,35535000.0
2015-01-14 12:00:00,35186000.0,12,2,1,12.969900000000052,68.6,0,0,1,0,0,35172000.0,35752000.0
2015-01-14 13:00:00,33909000.0,13,2,1,14.475937500000043,63.2,0,0,1,0,0,33895000.0,35605000.0
2015-01-14 14:00:00,33322000.0,14,2,1,14.471862500000043,63.4,0,0,1,0,0,33283000.0,36020000.0
2015-01-14 15:00:00,33330000.0,15,2,1,13.951600000000042,63.8,0,0,1,0,0,33030000.0,36066000.0
2015-01-14 16:00:00,33811000.0,16,2,1,11.868468750000034,67.8,0,0,1,0,0,33542000.0,36195000.0
2015-01-14 17:00:00,36114000.0,17,2,1,11.319731250000018,68.8,0,0,1,1,0,35944000.0,35739000.0
2015-01-14 18:00:00,37535000.0,18,2,1,11.34310000000005,68.2,0,0,0,1,0,37553000.0,35188000.0
2015-01-14 19:00:00,37633000.0,19,2,1,8.589668750000044,76.0,0,0,0,1,0,37604000.0,34470000.0
2015-01-14 20:00:00,36809000.0,20,2,1,8.097331250000025,76.4,0,0,0,1,0,36831000.0,33716000.0
2015-01-14 21:00:00,33939000.0,21,2,1,7.897100000000023,78.0,0,0,0,1,0,33972000.0,32697000.0
2015-01-14 22:00:00,30630000.0,22,2,1,7.036800000000028,75.6,0,0,0,0,0,30733000.0,30477000.0
2015-01-14 23:00:00,27865000.0,23,2,1,6.8192000000000235,74.6,0,0,0,0,0,28057000.0,26788000.0
2015-01-15 00:00:00,25617000.0,0,3,1,6.959100000000035,72.8,0,0,0,0,0,25764000.0,25146000.0
2015-01-15 01:00:00,24269000.0,1,3,1,6.909000000000049,71.8,0,0,0,0,0,24495000.0,23889000.0
2015-01-15 02:00:00,23940000.0,2,3,1,7.402600000000007,70.8,0,0,0,0,0,23887000.0,23046000.0
2015-01-15 03:00:00,23762000.0,3,3,1,7.094600000000014,70.8,0,0,0,0,0,23892000.0,22587000.0
2015-01-15 04:00:00,24485000.0,4,3,1,7.482268750000003,69.0,0,0,0,0,0,24438000.0,22361000.0
2015-01-15 05:00:00,26919000.0,5,3,1,7.31073125000006,69.4,0,0,0,0,0,27040000.0,22551000.0
2015-01-15 06:00:00,31608000.0,6,3,1,7.309799999999996,70.2,0,0,0,0,0,31798000.0,22543000.0
2015-01-15 07:00:00,34804000.0,7,3,1,8.392200000000003,68.0,0,0,0,0,0,35150000.0,24042000.0
2015-01-15 08:00:00,35815000.0,8,3,1,9.343200000000024,66.2,0,0,0,0,0,35953000.0,25932000.0
2015-01-15 09:00:00,36260000.0,9,3,1,9.76180000000005,66.8,0,0,1,0,0,36439000.0,27664000.0
2015-01-15 10:00:00,35996000.0,10,3,1,12.132800000000032,68.0,0,0,1,0,0,36048000.0,28448000.0
2015-01-15 11:00:00,35539000.0,11,3,1,13.05619999999999,69.8,0,0,1,0,0,35561000.0,28881000.0
2015-01-15 12:00:00,35240000.0,12,3,1,13.230700000000013,69.4,0,0,1,0,0,35186000.0,29329000.0
2015-01-15 13:00:00,34028000.0,13,3,1,14.24786875000001,64.0,0,0,1,0,0,33909000.0,29026000.0
2015-01-15 14:00:00,33573000.0,14,3,1,14.394131250000044,65.6,0,0,1,0,0,33322000.0,28237000.0
2015-01-15 15:00:00,33637000.0,15,3,1,14.288500000000056,68.2,0,0,1,0,0,33330000.0,27868000.0
2015-01-15 16:00:00,34151000.0,16,3,1,13.500468749999982,69.0,0,0,1,0,0,33811000.0,27654000.0
2015-01-15 17:00:00,36202000.0,17,3,1,12.749737500000037,71.8,0,0,1,1,0,36114000.0,27507000.0
2015-01-15 18:00:00,37469000.0,18,3,1,12.606175000000064,73.4,0,0,0,1,0,37535000.0,27544000.0
2015-01-15 19:00:00,37299000.0,19,3,1,11.734331250000025,77.0,0,0,0,1,0,37633000.0,27578000.0
2015-01-15 20:00:00,36325000.0,20,3,1,11.469662500000027,79.2,0,0,0,1,0,36809000.0,28222000.0
2015-01-15 21:00:00,33848000.0,21,3,1,11.306500000000028,81.2,0,0,0,1,0,33939000.0,28221000.0
2015-01-15 22:00:00,30737000.0,22,3,1,11.008000000000038,83.8,0,0,0,0,0,30630000.0,26436000.0
2015-01-15 23:00:00,28342000.0,23,3,1,10.81101250000006,85.8,0,0,0,0,0,27865000.0,27485000.0
2015-01-16 00:00:00,26119000.0,0,4,1,11.136099999999999,84.4,0,0,0,0,0,25617000.0,25750000.0
2015-01-16 01:00:00,24683000.0,1,4,1,10.42826875000003,84.4,0,0,0,0,0,24269000.0,24760000.0
2015-01-16 02:00:00,24147000.0,2,4,1,10.196331250000014,84.2,0,0,0,0,0,23940000.0,24188000.0
2015-01-16 03:00:00,24030000.0,3,4,1,10.270200000000045,85.8,0,0,0,0,0,23762000.0,23840000.0
2015-01-16 04:00:00,24561000.0,4,4,1,8.424200000000042,84.0,0,0,0,0,0,24485000.0,24030000.0
2015-01-16 05:00:00,27025000.0,5,4,1,8.62280000000004,86.0,0,0,0,0,0,26919000.0,25965000.0
2015-01-16 06:00:00,31518000.0,6,4,1,8.836900000000014,86.2,0,0,0,0,0,31608000.0,28266000.0
2015-01-16 07:00:00,34642000.0,7,4,1,9.00813125000002,88.8,0,0,0,0,0,34804000.0,29981000.0
2015-01-16 08:00:00,35662000.0,8,4,1,8.917068749999999,88.2,0,0,0,0,0,35815000.0,31932000.0
2015-01-16 09:00:00,36343000.0,9,4,1,8.758700000000033,86.0,0,0,1,0,0,36260000.0,33325000.0
2015-01-16 10:00:00,36335000.0,10,4,1,10.136600000000044,83.4,0,0,1,0,0,35996000.0,34144000.0
2015-01-16 11:00:00,35955000.0,11,4,1,10.178000000000054,80.8,0,0,1,0,0,35539000.0,35040000.0
2015-01-16 12:00:00,35583000.0,12,4,1,10.12560000000002,81.4,0,0,1,0,0,35240000.0,35524000.0
2015-01-16 13:00:00,34322000.0,13,4,1,10.234537499999988,76.6,0,0,1,0,0,34028000.0,34579000.0
2015-01-16 14:00:00,33777000.0,14,4,1,10.44466250000005,73.0,0,0,1,0,0,33573000.0,33792000.0
2015-01-16 15:00:00,33460000.0,15,4,1,10.243800000000022,70.6,0,0,1,0,0,33637000.0,33768000.0
2015-01-16 16:00:00,33784000.0,16,4,1,9.396931250000023,71.6,0,0,1,0,0,34151000.0,33696000.0
2015-01-16 17:00:00,35633000.0,17,4,1,8.66386250000005,71.4,0,0,1,1,0,36202000.0,33154000.0
2015-01-16 18:00:00,36821000.0,18,4,1,8.525300000000016,71.2,0,0,0,1,0,37469000.0,32440000.0
2015-01-16 19:00:00,36669000.0,19,4,1,7.138137500000028,72.6,0,0,0,1,0,37299000.0,32384000.0
2015-01-16 20:00:00,36015000.0,20,4,1,6.135068750000073,73.8,0,0,0,1,0,36325000.0,33976000.0
2015-01-16 21:00:00,33847000.0,21,4,1,5.826999999999998,75.6,0,0,0,1,0,33848000.0,31420000.0
2015-01-16 22:00:00,31243000.0,22,4,1,5.54400000000004,76.8,0,0,0,0,0,30737000.0,28825000.0
2015-01-16 23:00:00,28889000.0,23,4,1,4.427400000000034,77.6,0,0,0,0,0,28342000.0,24899000.0
2015-01-17 00:00:00,26782000.0,0,5,1,4.410000000000025,77.6,0,1,0,0,0,26119000.0,23505000.0
2015-01-17 01:00:00,25083000.0,1,5,1,3.926131250000026,78.0,0,1,0,0,0,24683000.0,22589000.0
2015-01-17 02:00:00,24086000.0,2,5,1,3.412668750000023,77.8,0,1,0,0,0,24147000.0,22177000.0
2015-01-17 03:00:00,23651000.0,3,5,1,3.193200000000047,78.2,0,1,0,0,0,24030000.0,22025000.0
2015-01-17 04:00:00,23539000.0,4,5,1,3.057200000000023,77.6,0,1,0,0,0,24561000.0,22426000.0
2015-01-17 05:00:00,24025000.0,5,5,1,2.205600000000004,77.0,0,1,0,0,0,27025000.0,24361000.0
2015-01-17 06:00:00,25467000.0,6,5,1,2.147199999999998,76.2,0,1,0,0,0,31518000.0,27890000.0
2015-01-17 07:00:00,27120000.0,7,5,1,2.352531250000027,73.6,0,1,0,0,0,34642000.0,29335000.0
2015-01-17 08:00:00,29980000.0,8,5,1,3.7780687500000454,72.2,0,1,0,0,0,35662000.0,29951000.0
2015-01-17 09:00:00,32225000.0,9,5,1,4.833399999999983,70.0,0,1,1,0,0,36343000.0,30452000.0
2015-01-17 10:00:00,32480000.0,10,5,1,8.916131250000035,69.6,0,1,1,0,0,36335000.0,30856000.0
2015-01-17 11:00:00,31863000.0,11,5,1,9.105862500000057,68.6,0,1,1,0,0,35955000.0,31449000.0
2015-01-17 12:00:00,31659000.0,12,5,1,9.439300000000003,69.4,0,1,1,0,0,35583000.0,31218000.0
2015-01-17 13:00:00,30894000.0,13,5,1,10.558662500000025,63.2,0,1,1,0,0,34322000.0,30458000.0
2015-01-17 14:00:00,29725000.0,14,5,1,10.456937500000038,64.0,0,1,1,0,0,33777000.0,29836000.0
2015-01-17 15:00:00,29039000.0,15,5,1,10.032100000000014,64.8,0,1,1,0,0,33460000.0,29781000.0
2015-01-17 16:00:00,29191000.0,16,5,1,7.866531250000037,67.6,0,1,1,0,0,33784000.0,29929000.0
2015-01-17 17:00:00,31620000.0,17,5,1,6.406268749999981,71.8,0,1,1,1,0,35633000.0,29638000.0
2015-01-17 18:00:00,33274000.0,18,5,1,5.807800000000043,73.0,0,1,0,1,0,36821000.0,29950000.0
2015-01-17 19:00:00,33865000.0,19,5,1,4.8558625000000575,74.6,0,1,0,1,0,36669000.0,32244000.0
2015-01-17 20:00:00,33741000.0,20,5,1,4.49133125000003,76.2,0,1,0,1,0,36015000.0,31900000.0
2015-01-17 21:00:00,32324000.0,21,5,1,4.614300000000014,74.8,0,1,0,1,0,33847000.0,28690000.0
